Contract_ID,tenure,CustomerID,Contract,PaperlessBilling,PaymentMethod
CONT499,5,C0499,Month-to-month,No,Electronic check
CONT500,12,C0500,Month-to-month,Yes,Bank transfer (automatic)
CONT501,34,C0501,One year,No,Credit card (automatic)
CONT502,71,C0502,Two year,Yes,Credit card (automatic)
CONT503,70,C0503,One year,No,Bank transfer (automatic)
CONT504,52,C0504,Month-to-month,Yes,Bank transfer (automatic)
CONT505,69,C0505,Two year,Yes,Credit card (automatic)
CONT506,20,C0506,Month-to-month,Yes,Electronic check
CONT507,11,C0507,Month-to-month,Yes,Mailed check
CONT508,2,C0508,Month-to-month,Yes,Electronic check
CONT509,6,C0509,Month-to-month,Yes,Electronic check
CONT510,1,C0510,Month-to-month,No,Mailed check
CONT511,20,C0511,One year,No,Credit card (automatic)
CONT512,61,C0512,Month-to-month,Yes,Electronic check
CONT513,5,C0513,Month-to-month,Yes,Electronic check
CONT514,56,C0514,Month-to-month,Yes,Bank transfer (automatic)
CONT515,30,C0515,Month-to-month,Yes,Credit card (automatic)
CONT516,40,C0516,Month-to-month,No,Bank transfer (automatic)
CONT517,28,C0517,One year,No,Mailed check
CONT518,5,C0518,Month-to-month,No,Electronic check
CONT519,27,C0519,Month-to-month,Yes,Bank transfer (automatic)
CONT520,12,C0520,Month-to-month,No,Credit card (automatic)
CONT521,67,C0521,One year,Yes,Electronic check
CONT522,29,C0522,Month-to-month,Yes,Electronic check
CONT523,55,C0523,Month-to-month,No,Bank transfer (automatic)
CONT524,23,C0524,Month-to-month,No,Bank transfer (automatic)
CONT525,34,C0525,Month-to-month,Yes,Electronic check
CONT526,52,C0526,One year,No,Electronic check
CONT527,72,C0527,Two year,Yes,Credit card (automatic)
CONT528,58,C0528,One year,Yes,Credit card (automatic)
CONT529,35,C0529,Two year,No,Mailed check
CONT530,56,C0530,Two year,Yes,Bank transfer (automatic)
CONT531,24,C0531,Two year,Yes,Credit card (automatic)
CONT532,70,C0532,Two year,No,Credit card (automatic)
CONT533,2,C0533,Month-to-month,Yes,Electronic check
CONT534,68,C0534,One year,Yes,Credit card (automatic)
CONT535,1,C0535,Month-to-month,Yes,Electronic check
CONT536,12,C0536,Month-to-month,Yes,Electronic check
CONT537,63,C0537,Month-to-month,Yes,Bank transfer (automatic)
CONT538,33,C0538,One year,Yes,Mailed check
CONT539,69,C0539,One year,Yes,Credit card (automatic)
CONT540,60,C0540,Two year,Yes,Bank transfer (automatic)
CONT541,72,C0541,Two year,Yes,Bank transfer (automatic)
CONT542,11,C0542,Month-to-month,Yes,Mailed check
CONT543,1,C0543,Month-to-month,No,Mailed check
CONT544,10,C0544,Month-to-month,Yes,Bank transfer (automatic)
CONT545,13,C0545,Month-to-month,Yes,Credit card (automatic)
CONT546,34,C0546,One year,Yes,Bank transfer (automatic)
CONT547,39,C0547,Month-to-month,Yes,Mailed check
CONT548,65,C0548,One year,Yes,Bank transfer (automatic)
CONT549,50,C0549,One year,Yes,Bank transfer (automatic)
CONT550,15,C0550,Month-to-month,No,Mailed check
CONT551,72,C0551,Two year,Yes,Bank transfer (automatic)
CONT552,72,C0552,Two year,Yes,Bank transfer (automatic)
CONT553,55,C0553,Two year,No,Bank transfer (automatic)
CONT554,23,C0554,Two year,Yes,Credit card (automatic)
CONT555,32,C0555,Month-to-month,Yes,Bank transfer (automatic)
CONT556,56,C0556,One year,Yes,Bank transfer (automatic)
CONT557,1,C0557,Month-to-month,No,Bank transfer (automatic)
CONT558,38,C0558,One year,No,Mailed check
CONT559,11,C0559,Month-to-month,No,Electronic check
CONT560,1,C0560,Month-to-month,Yes,Electronic check
CONT561,56,C0561,One year,Yes,Electronic check
CONT562,3,C0562,Month-to-month,Yes,Mailed check
CONT563,7,C0563,Month-to-month,No,Credit card (automatic)
CONT564,59,C0564,Two year,Yes,Credit card (automatic)
CONT565,7,C0565,Month-to-month,No,Bank transfer (automatic)
CONT566,71,C0566,Two year,Yes,Credit card (automatic)
CONT567,15,C0567,One year,No,Electronic check
CONT568,71,C0568,Two year,No,Credit card (automatic)
CONT569,35,C0569,Month-to-month,Yes,Electronic check
CONT570,11,C0570,One year,Yes,Credit card (automatic)
CONT571,60,C0571,Two year,Yes,Credit card (automatic)
CONT572,47,C0572,Two year,No,Bank transfer (automatic)
CONT573,11,C0573,One year,No,Credit card (automatic)
CONT574,56,C0574,One year,No,Credit card (automatic)
CONT575,28,C0575,Month-to-month,Yes,Electronic check
CONT576,61,C0576,Two year,Yes,Mailed check
CONT577,31,C0577,One year,No,Bank transfer (automatic)
CONT578,9,C0578,Month-to-month,Yes,Electronic check
CONT579,35,C0579,Month-to-month,Yes,Electronic check
CONT580,2,C0580,Month-to-month,Yes,Mailed check
CONT581,12,C0581,Month-to-month,No,Mailed check
CONT582,1,C0582,Month-to-month,No,Mailed check
CONT583,4,C0583,Month-to-month,Yes,Electronic check
CONT584,1,C0584,Month-to-month,Yes,Mailed check
CONT585,3,C0585,Month-to-month,Yes,Mailed check
CONT586,1,C0586,Month-to-month,Yes,Electronic check
CONT587,52,C0587,Two year,Yes,Credit card (automatic)
CONT588,5,C0588,One year,No,Mailed check
CONT589,72,C0589,Two year,Yes,Electronic check
CONT590,71,C0590,Two year,No,Electronic check
CONT591,72,C0591,Two year,Yes,Credit card (automatic)
CONT592,46,C0592,One year,No,Electronic check
CONT593,63,C0593,Two year,No,Credit card (automatic)
CONT594,30,C0594,Month-to-month,Yes,Credit card (automatic)
CONT595,1,C0595,Month-to-month,No,Mailed check
CONT596,12,C0596,Month-to-month,Yes,Mailed check
CONT597,16,C0597,Two year,No,Mailed check
CONT598,4,C0598,Month-to-month,No,Mailed check
CONT599,51,C0599,One year,Yes,Credit card (automatic)
CONT600,65,C0600,Two year,Yes,Credit card (automatic)
CONT601,16,C0601,Month-to-month,Yes,Credit card (automatic)
CONT602,2,C0602,One year,No,Mailed check
CONT603,66,C0603,One year,Yes,Bank transfer (automatic)
CONT604,46,C0604,Two year,No,Electronic check
CONT605,32,C0605,One year,Yes,Bank transfer (automatic)
CONT606,72,C0606,Two year,No,Credit card (automatic)
CONT607,38,C0607,Two year,No,Credit card (automatic)
CONT608,51,C0608,One year,No,Credit card (automatic)
CONT609,72,C0609,Two year,No,Bank transfer (automatic)
CONT610,65,C0610,Month-to-month,No,Bank transfer (automatic)
CONT611,9,C0611,Month-to-month,Yes,Electronic check
CONT612,9,C0612,Month-to-month,No,Mailed check
CONT613,66,C0613,Two year,No,Mailed check
CONT614,44,C0614,One year,Yes,Credit card (automatic)
CONT615,50,C0615,Two year,No,Bank transfer (automatic)
CONT616,15,C0616,Month-to-month,No,Mailed check
CONT617,8,C0617,Month-to-month,Yes,Credit card (automatic)
CONT618,66,C0618,One year,Yes,Credit card (automatic)
CONT619,57,C0619,Month-to-month,Yes,Bank transfer (automatic)
CONT620,7,C0620,Month-to-month,Yes,Bank transfer (automatic)
CONT621,10,C0621,Month-to-month,Yes,Bank transfer (automatic)
CONT622,62,C0622,One year,Yes,Electronic check
CONT623,40,C0623,One year,Yes,Electronic check
CONT624,20,C0624,Two year,No,Mailed check
CONT625,7,C0625,Month-to-month,No,Bank transfer (automatic)
CONT626,25,C0626,Month-to-month,Yes,Electronic check
CONT627,23,C0627,Month-to-month,No,Electronic check
CONT628,66,C0628,One year,No,Credit card (automatic)
CONT629,72,C0629,Two year,No,Electronic check
CONT630,49,C0630,Month-to-month,No,Credit card (automatic)
CONT631,43,C0631,Month-to-month,Yes,Bank transfer (automatic)
CONT632,46,C0632,Month-to-month,No,Bank transfer (automatic)
CONT633,72,C0633,Two year,No,Credit card (automatic)
CONT634,10,C0634,One year,No,Mailed check
CONT635,40,C0635,One year,Yes,Bank transfer (automatic)
CONT636,65,C0636,Month-to-month,Yes,Electronic check
CONT637,31,C0637,Two year,No,Bank transfer (automatic)
CONT638,68,C0638,Two year,No,Credit card (automatic)
CONT639,56,C0639,One year,Yes,Bank transfer (automatic)
CONT640,10,C0640,Month-to-month,Yes,Electronic check
CONT641,68,C0641,Two year,No,Bank transfer (automatic)
CONT642,43,C0642,Month-to-month,No,Electronic check
CONT643,1,C0643,Month-to-month,Yes,Electronic check
CONT644,49,C0644,One year,Yes,Bank transfer (automatic)
CONT645,15,C0645,Month-to-month,Yes,Electronic check
CONT646,20,C0646,Month-to-month,Yes,Electronic check
CONT647,1,C0647,Month-to-month,Yes,Mailed check
CONT648,50,C0648,One year,Yes,Electronic check
CONT649,2,C0649,Month-to-month,No,Electronic check
CONT650,24,C0650,Month-to-month,No,Credit card (automatic)
CONT651,3,C0651,Month-to-month,Yes,Bank transfer (automatic)
CONT652,1,C0652,Month-to-month,Yes,Mailed check
CONT653,35,C0653,Two year,No,Mailed check
CONT654,17,C0654,Month-to-month,No,Mailed check
CONT655,8,C0655,Month-to-month,No,Electronic check
CONT656,10,C0656,Month-to-month,Yes,Credit card (automatic)
CONT657,68,C0657,Two year,Yes,Credit card (automatic)
CONT658,45,C0658,One year,No,Bank transfer (automatic)
CONT659,2,C0659,One year,No,Mailed check
CONT660,37,C0660,Month-to-month,No,Bank transfer (automatic)
CONT661,4,C0661,Month-to-month,Yes,Mailed check
CONT662,10,C0662,Month-to-month,No,Mailed check
CONT663,1,C0663,Month-to-month,No,Mailed check
CONT664,65,C0664,Two year,Yes,Mailed check
CONT665,57,C0665,Two year,No,Bank transfer (automatic)
CONT666,3,C0666,Month-to-month,Yes,Mailed check
CONT667,2,C0667,Month-to-month,No,Electronic check
CONT668,49,C0668,Month-to-month,Yes,Bank transfer (automatic)
CONT669,4,C0669,Month-to-month,No,Mailed check
CONT670,70,C0670,Two year,No,Bank transfer (automatic)
CONT671,53,C0671,One year,Yes,Bank transfer (automatic)
CONT672,53,C0672,Two year,No,Credit card (automatic)
CONT673,1,C0673,Month-to-month,Yes,Mailed check
CONT674,22,C0674,Month-to-month,Yes,Credit card (automatic)
CONT675,52,C0675,Month-to-month,Yes,Electronic check
CONT676,65,C0676,Two year,Yes,Electronic check
CONT677,48,C0677,One year,No,Bank transfer (automatic)
CONT678,2,C0678,Month-to-month,Yes,Electronic check
CONT679,3,C0679,Month-to-month,No,Mailed check
CONT680,45,C0680,Month-to-month,No,Bank transfer (automatic)
CONT681,1,C0681,Month-to-month,No,Electronic check
CONT682,61,C0682,Two year,Yes,Bank transfer (automatic)
CONT683,3,C0683,Month-to-month,Yes,Credit card (automatic)
CONT684,40,C0684,One year,Yes,Credit card (automatic)
CONT685,1,C0685,Month-to-month,No,Mailed check
CONT686,1,C0686,Month-to-month,Yes,Electronic check
CONT687,51,C0687,One year,Yes,Bank transfer (automatic)
CONT688,2,C0688,Month-to-month,Yes,Electronic check
CONT689,52,C0689,One year,No,Mailed check
CONT690,51,C0690,Month-to-month,No,Bank transfer (automatic)
CONT691,1,C0691,Month-to-month,Yes,Mailed check
CONT692,31,C0692,One year,Yes,Bank transfer (automatic)
CONT693,47,C0693,One year,No,Credit card (automatic)
CONT694,3,C0694,Month-to-month,Yes,Credit card (automatic)
CONT695,22,C0695,One year,Yes,Mailed check
CONT696,1,C0696,Month-to-month,Yes,Mailed check
CONT697,72,C0697,Two year,Yes,Bank transfer (automatic)
CONT698,3,C0698,Month-to-month,Yes,Electronic check
CONT699,47,C0699,One year,Yes,Bank transfer (automatic)
CONT700,72,C0700,Two year,Yes,Credit card (automatic)
CONT701,66,C0701,Two year,Yes,Bank transfer (automatic)
CONT702,35,C0702,Month-to-month,No,Electronic check
CONT703,29,C0703,Month-to-month,Yes,Electronic check
CONT704,2,C0704,Month-to-month,Yes,Mailed check
CONT705,4,C0705,Month-to-month,No,Mailed check
CONT706,25,C0706,Month-to-month,Yes,Bank transfer (automatic)
CONT707,65,C0707,Two year,Yes,Mailed check
CONT708,27,C0708,One year,Yes,Bank transfer (automatic)
CONT709,29,C0709,Month-to-month,Yes,Credit card (automatic)
CONT710,29,C0710,Month-to-month,No,Credit card (automatic)
CONT711,1,C0711,Month-to-month,No,Mailed check
CONT712,20,C0712,Month-to-month,Yes,Mailed check
CONT713,58,C0713,Two year,Yes,Credit card (automatic)
CONT714,14,C0714,Month-to-month,Yes,Mailed check
CONT715,72,C0715,Two year,No,Mailed check
CONT716,46,C0716,Month-to-month,Yes,Credit card (automatic)
CONT717,71,C0717,Two year,No,Bank transfer (automatic)
CONT718,32,C0718,Month-to-month,Yes,Bank transfer (automatic)
CONT719,26,C0719,Month-to-month,Yes,Credit card (automatic)
CONT720,68,C0720,Month-to-month,Yes,Credit card (automatic)
CONT721,2,C0721,One year,No,Mailed check
CONT722,61,C0722,Two year,No,Credit card (automatic)
CONT723,4,C0723,Month-to-month,Yes,Electronic check
CONT724,3,C0724,Month-to-month,Yes,Electronic check
CONT725,33,C0725,Month-to-month,Yes,Electronic check
CONT726,9,C0726,Month-to-month,Yes,Mailed check
CONT727,22,C0727,Two year,No,Mailed check
CONT728,5,C0728,Month-to-month,Yes,Electronic check
CONT729,30,C0729,Month-to-month,No,Credit card (automatic)
CONT730,65,C0730,Two year,Yes,Credit card (automatic)
CONT731,45,C0731,Month-to-month,Yes,Electronic check
CONT732,5,C0732,Month-to-month,No,Mailed check
CONT733,25,C0733,Month-to-month,Yes,Electronic check
CONT734,72,C0734,Two year,No,Bank transfer (automatic)
CONT735,27,C0735,Month-to-month,No,Bank transfer (automatic)
CONT736,32,C0736,Month-to-month,No,Credit card (automatic)
CONT737,30,C0737,One year,No,Credit card (automatic)
CONT738,70,C0738,Two year,No,Credit card (automatic)
CONT739,42,C0739,Month-to-month,Yes,Bank transfer (automatic)
CONT740,72,C0740,Two year,Yes,Bank transfer (automatic)
CONT741,47,C0741,Two year,Yes,Mailed check
CONT742,2,C0742,Month-to-month,Yes,Electronic check
CONT743,10,C0743,Month-to-month,No,Electronic check
CONT744,61,C0744,Two year,Yes,Mailed check
CONT745,5,C0745,Month-to-month,Yes,Credit card (automatic)
CONT746,72,C0746,Two year,Yes,Credit card (automatic)
CONT747,72,C0747,Two year,Yes,Bank transfer (automatic)
CONT748,3,C0748,Month-to-month,No,Mailed check
CONT749,48,C0749,Two year,No,Mailed check
CONT750,63,C0750,One year,Yes,Credit card (automatic)
CONT751,27,C0751,Month-to-month,Yes,Mailed check
CONT752,70,C0752,Two year,Yes,Credit card (automatic)
CONT753,7,C0753,Month-to-month,Yes,Credit card (automatic)
CONT754,0,C0754,Two year,No,Mailed check
CONT755,2,C0755,Month-to-month,No,Electronic check
CONT756,20,C0756,Month-to-month,Yes,Electronic check
CONT757,66,C0757,Two year,No,Bank transfer (automatic)
CONT758,3,C0758,Month-to-month,No,Mailed check
CONT759,15,C0759,Month-to-month,Yes,Bank transfer (automatic)
CONT760,72,C0760,Two year,Yes,Bank transfer (automatic)
CONT761,1,C0761,Month-to-month,No,Mailed check
CONT762,22,C0762,Month-to-month,No,Electronic check
CONT763,3,C0763,Month-to-month,Yes,Electronic check
CONT764,72,C0764,Two year,No,Bank transfer (automatic)
CONT765,65,C0765,Two year,No,Mailed check
CONT766,11,C0766,Month-to-month,Yes,Mailed check
CONT767,22,C0767,Month-to-month,Yes,Mailed check
CONT768,14,C0768,One year,No,Bank transfer (automatic)
CONT769,41,C0769,Month-to-month,Yes,Electronic check
CONT770,17,C0770,One year,No,Mailed check
CONT771,11,C0771,Month-to-month,Yes,Credit card (automatic)
CONT772,15,C0772,Month-to-month,Yes,Electronic check
CONT773,1,C0773,Month-to-month,No,Mailed check
CONT774,5,C0774,Month-to-month,Yes,Mailed check
CONT775,33,C0775,One year,Yes,Electronic check
CONT776,72,C0776,Two year,Yes,Credit card (automatic)
CONT777,3,C0777,Month-to-month,No,Mailed check
CONT778,2,C0778,Month-to-month,Yes,Electronic check
CONT779,59,C0779,One year,Yes,Credit card (automatic)
CONT780,2,C0780,Month-to-month,No,Electronic check
CONT781,71,C0781,Two year,Yes,Credit card (automatic)
CONT782,5,C0782,Month-to-month,No,Mailed check
CONT783,27,C0783,Month-to-month,Yes,Credit card (automatic)
CONT784,1,C0784,Month-to-month,Yes,Electronic check
CONT785,63,C0785,One year,Yes,Bank transfer (automatic)
CONT786,46,C0786,One year,Yes,Electronic check
CONT787,72,C0787,Two year,No,Bank transfer (automatic)
CONT788,34,C0788,Month-to-month,Yes,Bank transfer (automatic)
CONT789,24,C0789,One year,No,Electronic check
CONT790,72,C0790,Two year,No,Bank transfer (automatic)
CONT791,60,C0791,Two year,No,Credit card (automatic)
CONT792,68,C0792,One year,Yes,Credit card (automatic)
CONT793,8,C0793,Two year,Yes,Mailed check
CONT794,34,C0794,Two year,No,Credit card (automatic)
CONT795,6,C0795,Month-to-month,No,Credit card (automatic)
CONT796,2,C0796,Month-to-month,Yes,Mailed check
CONT797,31,C0797,One year,No,Credit card (automatic)
CONT798,20,C0798,Month-to-month,Yes,Bank transfer (automatic)
CONT799,1,C0799,Month-to-month,No,Electronic check
CONT800,62,C0800,One year,Yes,Electronic check
CONT801,70,C0801,Two year,Yes,Credit card (automatic)
CONT802,10,C0802,Month-to-month,Yes,Electronic check
CONT803,39,C0803,Two year,Yes,Mailed check
CONT804,46,C0804,Two year,Yes,Credit card (automatic)
CONT805,6,C0805,Month-to-month,Yes,Electronic check
CONT806,72,C0806,Two year,Yes,Bank transfer (automatic)
CONT807,18,C0807,Month-to-month,No,Credit card (automatic)
CONT808,71,C0808,Two year,Yes,Credit card (automatic)
CONT809,40,C0809,Month-to-month,Yes,Electronic check
CONT810,1,C0810,Month-to-month,Yes,Electronic check
CONT811,58,C0811,One year,Yes,Bank transfer (automatic)
CONT812,70,C0812,Two year,Yes,Credit card (automatic)
CONT813,42,C0813,Two year,No,Electronic check
CONT814,34,C0814,One year,No,Bank transfer (automatic)
CONT815,5,C0815,Month-to-month,No,Bank transfer (automatic)
CONT816,25,C0816,Month-to-month,Yes,Mailed check
CONT817,2,C0817,Month-to-month,Yes,Mailed check
CONT818,55,C0818,One year,Yes,Bank transfer (automatic)
CONT819,21,C0819,Month-to-month,Yes,Electronic check
CONT820,70,C0820,Two year,Yes,Credit card (automatic)
CONT821,61,C0821,Month-to-month,Yes,Electronic check
CONT822,43,C0822,Two year,Yes,Credit card (automatic)
CONT823,47,C0823,One year,Yes,Electronic check
CONT824,5,C0824,Month-to-month,Yes,Credit card (automatic)
CONT825,62,C0825,Two year,Yes,Credit card (automatic)
CONT826,16,C0826,Month-to-month,Yes,Credit card (automatic)
CONT827,7,C0827,Month-to-month,Yes,Bank transfer (automatic)
CONT828,14,C0828,Month-to-month,No,Mailed check
CONT829,60,C0829,One year,No,Electronic check
CONT830,34,C0830,Month-to-month,Yes,Electronic check
CONT831,50,C0831,One year,No,Electronic check
CONT832,38,C0832,Two year,No,Credit card (automatic)
CONT833,70,C0833,One year,No,Credit card (automatic)
CONT834,37,C0834,Month-to-month,Yes,Electronic check
CONT835,4,C0835,Month-to-month,Yes,Electronic check
CONT836,60,C0836,Month-to-month,Yes,Electronic check
CONT837,62,C0837,One year,No,Credit card (automatic)
CONT838,1,C0838,Month-to-month,No,Mailed check
CONT839,36,C0839,Month-to-month,Yes,Credit card (automatic)
CONT840,44,C0840,Two year,No,Credit card (automatic)
CONT841,55,C0841,One year,Yes,Electronic check
