customerID,Subscription_ID,PhoneService,MultipleLines,InternetService,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies
C0343,SUB343,Yes,Yes,DSL,Yes,Yes,Yes,No,No,No
C0344,SUB344,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0345,SUB345,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0346,SUB346,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0347,SUB347,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C0348,SUB348,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0349,SUB349,No,No phone service,DSL,No,No,No,No,Yes,Yes
C0350,SUB350,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,Yes
C0351,SUB351,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
C0352,SUB352,Yes,No,DSL,No,No,No,No,No,No
C0353,SUB353,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C0354,SUB354,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C0355,SUB355,No,No phone service,DSL,Yes,No,No,No,Yes,No
C0356,SUB356,Yes,No,Fiber optic,No,No,No,No,No,Yes
C0357,SUB357,Yes,Yes,DSL,Yes,No,No,No,No,No
C0358,SUB358,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
C0359,SUB359,No,No phone service,DSL,Yes,No,No,No,No,No
C0360,SUB360,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
C0361,SUB361,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0362,SUB362,Yes,No,Fiber optic,No,Yes,No,Yes,Yes,Yes
C0363,SUB363,Yes,No,DSL,No,No,Yes,No,No,No
C0364,SUB364,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0365,SUB365,Yes,No,Fiber optic,No,No,No,Yes,No,No
C0366,SUB366,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
C0367,SUB367,Yes,No,DSL,Yes,No,No,No,No,Yes
C0368,SUB368,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0369,SUB369,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C0370,SUB370,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0371,SUB371,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0372,SUB372,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C0373,SUB373,No,No phone service,DSL,Yes,No,No,Yes,No,No
C0374,SUB374,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
C0375,SUB375,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C0376,SUB376,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
C0377,SUB377,No,No phone service,DSL,No,No,No,No,No,No
C0378,SUB378,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C0379,SUB379,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C0380,SUB380,Yes,Yes,Fiber optic,No,No,Yes,Yes,No,No
C0381,SUB381,Yes,No,Fiber optic,No,Yes,Yes,Yes,No,No
C0382,SUB382,Yes,No,DSL,No,Yes,No,No,No,No
C0383,SUB383,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C0384,SUB384,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C0385,SUB385,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0386,SUB386,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0387,SUB387,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C0388,SUB388,No,No phone service,DSL,Yes,Yes,Yes,Yes,No,Yes
C0389,SUB389,Yes,Yes,Fiber optic,No,No,Yes,No,No,Yes
C0390,SUB390,Yes,No,DSL,No,No,No,No,No,No
C0391,SUB391,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C0392,SUB392,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
C0393,SUB393,Yes,No,DSL,No,No,No,No,No,No
C0394,SUB394,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0395,SUB395,Yes,Yes,Fiber optic,No,No,No,No,Yes,Yes
C0396,SUB396,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C0397,SUB397,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C0398,SUB398,Yes,No,Fiber optic,No,Yes,No,No,No,No
C0399,SUB399,No,No phone service,DSL,No,No,Yes,Yes,Yes,Yes
C0400,SUB400,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0401,SUB401,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0402,SUB402,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0403,SUB403,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C0404,SUB404,Yes,No,DSL,Yes,No,No,Yes,No,No
C0405,SUB405,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0406,SUB406,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0407,SUB407,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
C0408,SUB408,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C0409,SUB409,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0410,SUB410,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0411,SUB411,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C0412,SUB412,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0413,SUB413,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0414,SUB414,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,No
C0415,SUB415,Yes,No,Fiber optic,No,No,No,No,No,No
C0416,SUB416,Yes,No,Fiber optic,No,Yes,No,No,No,No
C0417,SUB417,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
C0418,SUB418,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0419,SUB419,Yes,No,Fiber optic,No,Yes,No,No,No,Yes
C0420,SUB420,Yes,No,Fiber optic,No,No,Yes,No,No,No
C0421,SUB421,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0422,SUB422,Yes,No,Fiber optic,No,No,No,No,No,No
C0423,SUB423,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,No,Yes
C0424,SUB424,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0425,SUB425,No,No phone service,DSL,Yes,Yes,Yes,No,No,No
C0426,SUB426,Yes,Yes,DSL,No,No,No,No,No,No
C0427,SUB427,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0428,SUB428,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C0429,SUB429,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0430,SUB430,Yes,Yes,DSL,Yes,No,No,Yes,No,No
C0431,SUB431,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0432,SUB432,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C0433,SUB433,Yes,No,DSL,Yes,No,Yes,No,No,No
C0434,SUB434,Yes,No,DSL,No,No,No,No,No,No
C0435,SUB435,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0436,SUB436,No,No phone service,DSL,No,No,Yes,Yes,Yes,No
C0437,SUB437,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0438,SUB438,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0439,SUB439,Yes,Yes,Fiber optic,No,No,No,Yes,No,Yes
C0440,SUB440,Yes,No,DSL,No,No,Yes,Yes,No,No
C0441,SUB441,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C0442,SUB442,Yes,Yes,Fiber optic,Yes,No,No,No,Yes,Yes
C0443,SUB443,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0444,SUB444,Yes,Yes,DSL,Yes,No,No,No,No,Yes
C0445,SUB445,Yes,No,Fiber optic,No,No,No,No,No,Yes
C0446,SUB446,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0447,SUB447,Yes,No,Fiber optic,No,No,No,No,No,No
C0448,SUB448,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0449,SUB449,Yes,No,Fiber optic,No,No,Yes,No,Yes,Yes
C0450,SUB450,Yes,No,Fiber optic,Yes,Yes,No,Yes,Yes,Yes
C0451,SUB451,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0452,SUB452,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
C0453,SUB453,No,No phone service,DSL,No,Yes,Yes,Yes,Yes,Yes
C0454,SUB454,Yes,No,Fiber optic,No,No,No,No,No,Yes
C0455,SUB455,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0456,SUB456,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0457,SUB457,Yes,No,Fiber optic,No,Yes,Yes,Yes,Yes,No
C0458,SUB458,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
C0459,SUB459,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0460,SUB460,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0461,SUB461,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0462,SUB462,Yes,No,DSL,No,Yes,No,No,Yes,Yes
C0463,SUB463,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C0464,SUB464,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C0465,SUB465,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0466,SUB466,No,No phone service,DSL,No,No,No,Yes,No,Yes
C0467,SUB467,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C0468,SUB468,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,No
C0469,SUB469,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0470,SUB470,Yes,No,DSL,No,No,No,No,No,Yes
C0471,SUB471,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0472,SUB472,Yes,No,DSL,No,No,No,No,No,Yes
C0473,SUB473,Yes,No,DSL,No,No,Yes,No,Yes,Yes
C0474,SUB474,Yes,No,DSL,Yes,No,No,Yes,No,No
C0475,SUB475,Yes,No,Fiber optic,No,Yes,No,No,No,No
C0476,SUB476,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C0477,SUB477,Yes,No,DSL,No,Yes,No,Yes,Yes,Yes
C0478,SUB478,Yes,No,DSL,Yes,Yes,Yes,Yes,Yes,No
C0479,SUB479,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
C0480,SUB480,Yes,No,Fiber optic,No,No,No,No,No,No
C0481,SUB481,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0482,SUB482,No,No phone service,DSL,Yes,No,Yes,No,No,Yes
C0483,SUB483,Yes,No,Fiber optic,No,No,No,No,No,Yes
C0484,SUB484,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C0485,SUB485,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
C0486,SUB486,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C0487,SUB487,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C0488,SUB488,Yes,Yes,DSL,No,Yes,Yes,Yes,Yes,Yes
C0489,SUB489,No,No phone service,DSL,Yes,No,Yes,Yes,Yes,No
C0490,SUB490,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0491,SUB491,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0492,SUB492,Yes,No,DSL,No,Yes,No,No,Yes,No
C0493,SUB493,Yes,No,Fiber optic,Yes,No,No,No,No,No
C0494,SUB494,Yes,Yes,DSL,No,Yes,No,No,No,Yes
C0495,SUB495,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0496,SUB496,No,No phone service,DSL,No,Yes,Yes,No,No,Yes
C0497,SUB497,Yes,No,DSL,Yes,Yes,No,Yes,No,No
C0498,SUB498,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0499,SUB499,No,No phone service,DSL,No,Yes,No,No,No,No
C0500,SUB500,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
C0501,SUB501,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0502,SUB502,Yes,Yes,Fiber optic,Yes,No,No,No,No,No
C0503,SUB503,Yes,Yes,DSL,Yes,No,No,No,No,Yes
C0504,SUB504,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,No
C0505,SUB505,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,No
C0506,SUB506,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,Yes
C0507,SUB507,Yes,Yes,Fiber optic,No,No,Yes,No,No,No
C0508,SUB508,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
C0509,SUB509,Yes,Yes,Fiber optic,No,No,No,Yes,No,No
C0510,SUB510,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0511,SUB511,Yes,No,Fiber optic,Yes,No,Yes,Yes,No,Yes
C0512,SUB512,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C0513,SUB513,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0514,SUB514,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
C0515,SUB515,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,No,No
C0516,SUB516,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C0517,SUB517,Yes,No,DSL,Yes,No,No,Yes,No,No
C0518,SUB518,Yes,No,Fiber optic,No,No,No,No,No,No
C0519,SUB519,Yes,No,Fiber optic,Yes,No,No,No,No,No
C0520,SUB520,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0521,SUB521,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0522,SUB522,Yes,Yes,DSL,No,No,No,No,No,No
C0523,SUB523,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C0524,SUB524,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0525,SUB525,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C0526,SUB526,Yes,No,Fiber optic,Yes,No,Yes,No,Yes,No
C0527,SUB527,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0528,SUB528,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,No
C0529,SUB529,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0530,SUB530,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,No
C0531,SUB531,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0532,SUB532,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0533,SUB533,Yes,No,Fiber optic,No,No,No,No,Yes,No
C0534,SUB534,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C0535,SUB535,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C0536,SUB536,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C0537,SUB537,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C0538,SUB538,Yes,No,DSL,Yes,Yes,Yes,No,No,No
C0539,SUB539,Yes,No,Fiber optic,No,Yes,No,No,Yes,Yes
C0540,SUB540,Yes,No,DSL,No,Yes,Yes,Yes,Yes,Yes
C0541,SUB541,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0542,SUB542,Yes,Yes,DSL,No,No,No,No,No,Yes
C0543,SUB543,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0544,SUB544,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C0545,SUB545,No,No phone service,DSL,Yes,No,No,Yes,Yes,No
C0546,SUB546,Yes,No,Fiber optic,No,No,No,No,No,Yes
C0547,SUB547,Yes,No,Fiber optic,No,Yes,No,No,Yes,No
C0548,SUB548,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
C0549,SUB549,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,No
C0550,SUB550,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0551,SUB551,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C0552,SUB552,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0553,SUB553,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0554,SUB554,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0555,SUB555,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C0556,SUB556,Yes,Yes,DSL,Yes,No,Yes,No,No,Yes
C0557,SUB557,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0558,SUB558,Yes,No,DSL,Yes,Yes,No,Yes,Yes,No
C0559,SUB559,Yes,No,Fiber optic,No,No,No,No,No,No
C0560,SUB560,Yes,No,DSL,No,No,No,Yes,No,No
C0561,SUB561,Yes,Yes,Fiber optic,No,Yes,No,Yes,Yes,Yes
C0562,SUB562,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0563,SUB563,Yes,No,DSL,Yes,No,No,No,Yes,Yes
C0564,SUB564,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C0565,SUB565,Yes,No,DSL,No,No,Yes,Yes,Yes,No
C0566,SUB566,Yes,No,DSL,Yes,No,Yes,Yes,No,Yes
C0567,SUB567,Yes,No,Fiber optic,Yes,No,No,Yes,Yes,Yes
C0568,SUB568,Yes,Yes,DSL,Yes,Yes,No,Yes,Yes,No
C0569,SUB569,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,Yes
C0570,SUB570,No,No phone service,DSL,No,Yes,Yes,Yes,No,No
C0571,SUB571,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0572,SUB572,Yes,Yes,DSL,No,Yes,No,Yes,No,No
C0573,SUB573,Yes,No,DSL,No,No,Yes,Yes,No,Yes
C0574,SUB574,Yes,Yes,Fiber optic,No,Yes,No,No,Yes,Yes
C0575,SUB575,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C0576,SUB576,Yes,No,DSL,Yes,Yes,No,Yes,Yes,Yes
C0577,SUB577,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,No
C0578,SUB578,Yes,No,Fiber optic,No,No,No,No,No,No
C0579,SUB579,Yes,Yes,Fiber optic,Yes,Yes,No,No,No,Yes
C0580,SUB580,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0581,SUB581,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0582,SUB582,Yes,No,Fiber optic,Yes,No,No,No,No,No
C0583,SUB583,Yes,Yes,Fiber optic,No,No,Yes,No,Yes,No
C0584,SUB584,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0585,SUB585,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0586,SUB586,Yes,Yes,Fiber optic,No,No,No,No,Yes,No
C0587,SUB587,Yes,No,DSL,Yes,Yes,No,No,Yes,No
C0588,SUB588,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0589,SUB589,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,Yes
C0590,SUB590,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C0591,SUB591,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C0592,SUB592,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0593,SUB593,Yes,Yes,DSL,Yes,Yes,Yes,No,Yes,Yes
C0594,SUB594,Yes,No,Fiber optic,Yes,Yes,Yes,No,No,No
C0595,SUB595,Yes,No,DSL,No,No,No,No,No,No
C0596,SUB596,Yes,Yes,DSL,Yes,No,Yes,Yes,No,No
C0597,SUB597,No,No phone service,DSL,Yes,Yes,Yes,Yes,Yes,No
C0598,SUB598,Yes,Yes,DSL,No,No,No,Yes,No,Yes
C0599,SUB599,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C0600,SUB600,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0601,SUB601,Yes,No,Fiber optic,No,No,No,Yes,No,No
C0602,SUB602,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0603,SUB603,Yes,Yes,Fiber optic,No,No,No,No,No,No
C0604,SUB604,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C0605,SUB605,Yes,Yes,Fiber optic,Yes,No,Yes,Yes,Yes,Yes
C0606,SUB606,Yes,Yes,DSL,Yes,No,Yes,Yes,Yes,Yes
C0607,SUB607,Yes,No,DSL,Yes,No,Yes,Yes,Yes,Yes
C0608,SUB608,Yes,No,DSL,No,No,No,Yes,No,No
C0609,SUB609,Yes,Yes,Fiber optic,Yes,Yes,Yes,Yes,Yes,Yes
C0610,SUB610,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C0611,SUB611,No,No phone service,DSL,No,Yes,No,No,No,No
C0612,SUB612,Yes,No,DSL,Yes,Yes,Yes,Yes,No,No
C0613,SUB613,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0614,SUB614,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,Yes,Yes
C0615,SUB615,Yes,Yes,DSL,No,No,Yes,Yes,No,Yes
C0616,SUB616,Yes,Yes,DSL,No,No,No,No,No,No
C0617,SUB617,No,No phone service,DSL,No,No,No,No,No,No
C0618,SUB618,Yes,Yes,Fiber optic,No,No,Yes,Yes,Yes,Yes
C0619,SUB619,Yes,Yes,Fiber optic,Yes,Yes,No,Yes,No,No
C0620,SUB620,Yes,Yes,Fiber optic,No,Yes,No,No,No,No
C0621,SUB621,No,No phone service,DSL,No,No,No,No,No,Yes
C0622,SUB622,Yes,Yes,Fiber optic,Yes,Yes,Yes,No,No,No
C0623,SUB623,Yes,No,Fiber optic,No,No,Yes,No,Yes,No
C0624,SUB624,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0625,SUB625,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0626,SUB626,Yes,No,Fiber optic,No,No,No,Yes,Yes,Yes
C0627,SUB627,Yes,Yes,Fiber optic,No,Yes,Yes,No,No,No
C0628,SUB628,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0629,SUB629,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C0630,SUB630,Yes,Yes,Fiber optic,No,Yes,No,No,No,Yes
C0631,SUB631,Yes,Yes,Fiber optic,No,Yes,Yes,Yes,Yes,Yes
C0632,SUB632,Yes,Yes,DSL,Yes,No,No,No,No,No
C0633,SUB633,Yes,Yes,DSL,Yes,Yes,Yes,Yes,Yes,Yes
C0634,SUB634,Yes,No,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0635,SUB635,No,No phone service,DSL,Yes,No,No,Yes,Yes,Yes
C0636,SUB636,Yes,Yes,Fiber optic,No,Yes,Yes,No,Yes,Yes
C0637,SUB637,Yes,No,Fiber optic,No,No,Yes,Yes,Yes,Yes
C0638,SUB638,Yes,Yes,DSL,Yes,Yes,Yes,Yes,No,No
C0639,SUB639,Yes,Yes,Fiber optic,Yes,No,Yes,No,Yes,Yes
C0640,SUB640,Yes,Yes,Fiber optic,No,No,No,No,No,Yes
C0641,SUB641,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service
C0642,SUB642,Yes,No,DSL,No,No,No,No,Yes,No
C0643,SUB643,Yes,No,Fiber optic,No,No,No,No,Yes,Yes
C0644,SUB644,Yes,No,Fiber optic,No,Yes,Yes,No,No,Yes
